,f (Hz),spec (norm.),phase (rad),shear (Hz)
95,116812013348164.62,0.03629840899976467,18.02998834153285,1000000000000
96,116873192436040.05,0.037379988928079505,17.875683156985993,1000000000000
97,116934371523915.47,0.03848877074018734,17.72198957809571,1000000000000
98,116995550611790.88,0.03962526748598851,17.56890835127365,1000000000000
99,117056729699666.3,0.04078999638339527,17.41644022138586,1000000000000
100,117117908787541.72,0.041983478667321265,17.26458593176147,1000000000000
101,117179087875417.12,0.0432062394315647,17.11334622420099,1000000000000
102,117240266963292.55,0.0444588074634986,16.96272183898463,1000000000000
103,117301446051167.97,0.04574171507148708,16.812713514880997,1000000000000
104,117362625139043.38,0.04705549790495793,16.663321989155378,1000000000000
105,117423804226918.8,0.04840069476705941,16.514547997578077,1000000000000
106,117484983314794.22,0.04977784741983241,16.366392274433096,1000000000000
107,117546162402669.62,0.05118750038184433,16.21885555252641,1000000000000
108,117607341490545.05,0.05263020071822708,16.071938563194347,1000000000000
109,117668520578420.47,0.054106497823065924,15.925642036312198,1000000000000
110,117729699666295.89,0.05561694319410307,15.779966700302532,1000000000000
111,117790878754171.3,0.057162090199712155,15.634913282143707,1000000000000
112,117852057842046.72,0.05874249383811633,15.490482507378134,1000000000000
113,117913236929922.14,0.06035871048881881,15.346675100120956,1000000000000
114,117974416017797.55,0.062011297656233644,15.203491783068365,1000000000000
115,118035595105672.97,0.0637008137055027,15.060933277505928,1000000000000
116,118096774193548.39,0.06542781759048769,14.919000303317238,1000000000000
117,118157953281423.8,0.06719286857394853,14.777693578992245,1000000000000
118,118219132369299.22,0.06899652593991241,14.637013821635582,1000000000000
119,118280311457174.64,0.07083934869824651,14.496961746975215,1000000000000
120,118341490545050.06,0.07272189528146704,14.357538069370735,1000000000000
121,118402669632925.47,0.07464472323380981,14.218743501821862,1000000000000
122,118463848720800.89,0.0766083888926077,14.08057875597675,1000000000000
123,118525027808676.31,0.07861344706201608,13.943044542140619,1000000000000
124,118586206896551.72,0.08066045067915194,13.806141569284092,1000000000000
125,118647385984427.14,0.08274995047270797,13.669870545051529,1000000000000
126,118708565072302.56,0.08488249461411025,13.534232175769665,1000000000000
127,118769744160177.97,0.08705862836131223,13.399227166455939,1000000000000
128,118830923248053.39,0.08927889369531215,13.264856220826841,1000000000000
129,118892102335928.81,0.09154382894948918,13.131120041306533,1000000000000
130,118953281423804.22,0.09385396843187849,12.998019329035198,1000000000000
131,119014460511679.64,0.09620984204050077,12.865554783877363,1000000000000
132,119075639599555.06,0.09861197487186812,12.733727104430544,1000000000000
133,119136818687430.48,0.10106088682281696,12.602536988033547,1000000000000
134,119197997775305.89,0.10355709218580654,12.47198513077496,1000000000000
135,119259176863181.31,0.10610109923784844,12.342072227501465,1000000000000
136,119320355951056.73,0.10869340982322405,12.212798971826475,1000000000000
137,119381535038932.14,0.11133451893017993,12.084166056138459,1000000000000
138,119442714126807.56,0.11402491426178395,11.956174171609286,1000000000000
139,119503893214682.98,0.1167650758011321,11.82882400820286,1000000000000
140,119565072302558.4,0.11955547537112757,11.702116254683416,1000000000000
141,119626251390433.81,0.12239657618903785,11.576051598624023,1000000000000
142,119687430478309.23,0.12528883241606784,11.450630726414897,1000000000000
143,119748609566184.66,0.12823268870217222,11.325854323272024,1000000000000
144,119809788654060.06,0.131228579726372,11.201723073245493,1000000000000
145,119870967741935.48,0.13427692973282418,11.07823765922785,1000000000000
146,119932146829810.9,0.13737815206290724,10.955398762962712,1000000000000
147,119993325917686.31,0.14053264868361212,10.83320706505311,1000000000000
148,120054505005561.73,0.14374080971252257,10.711663244969836,1000000000000
149,120115684093437.16,0.14700301293967138,10.590767981060061,1000000000000
150,120176863181312.56,0.15031962334659774,10.470521950555671,1000000000000
151,120238042269187.98,0.15369099262291303,10.350925829581625,1000000000000
152,120299221357063.4,0.15711745868069543,10.23198029316456,1000000000000
153,120360400444938.81,0.1605993451670629,10.113686015241143,1000000000000
154,120421579532814.23,0.16413696097526392,9.996043668666411,1000000000000
155,120482758620689.66,0.1677305997546302,9.879053925222394,1000000000000
156,120543937708565.08,0.17138053941977233,9.762717455626417,1000000000000
157,120605116796440.48,0.17508704165937575,9.647034929539613,1000000000000
158,120666295884315.9,0.1788503514449886,9.532007015575225,1000000000000
159,120727474972191.33,0.1826706965401742,9.417634381307224,1000000000000
160,120788654060066.73,0.18654828701044374,9.303917693278658,1000000000000
161,120849833147942.16,0.19048331473436478,9.190857617009994,1000000000000
162,120911012235817.58,0.19447595291624933,9.078454817007737,1000000000000
163,120972191323693.0,0.19852635560085877,8.966709956772739,1000000000000
164,121033370411568.4,0.20263465719053736,8.8556236988087,1000000000000
165,121094549499443.83,0.206800971965219,8.74519670463048,1000000000000
166,121155728587319.25,0.21102539360572972,8.63542963477272,1000000000000
167,121216907675194.66,0.21530799472085324,8.526323148798177,1000000000000
168,121278086763070.08,0.21964882637859956,8.417877905306083,1000000000000
169,121339265850945.5,0.22404791764212464,8.310094561940748,1000000000000
170,121400444938820.9,0.22850527511078292,8.202973775399908,1000000000000
171,121461624026696.33,0.23302088246676772,8.09651620144308,1000000000000
172,121522803114571.75,0.23759470002780203,7.990722494900163,1000000000000
173,121583982202447.16,0.24222666430637194,7.885593309679789,1000000000000
174,121645161290322.58,0.24691668757597354,7.781129298777682,1000000000000
175,121706340378198.0,0.2516646574448394,7.677331114285246,1000000000000
176,121767519466073.4,0.2564704364376532,7.57419940739793,1000000000000
177,121828698553948.83,0.2613338615857237,7.471734828423576,1000000000000
178,121889877641824.25,0.26625474402609556,7.369938026791018,1000000000000
179,121951056729699.67,0.27123286861010854,7.268809651058409,1000000000000
180,122012235817575.08,0.27626799352187204,7.168350348921709,1000000000000
181,122073414905450.5,0.2813598499071596,7.068560767223019,1000000000000
182,122134593993325.92,0.2865081415131922,6.96944155195917,1000000000000
183,122195773081201.33,0.2917125443398186,6.870993348290077,1000000000000
184,122256952169076.75,0.2969727063025707,6.773216800547104,1000000000000
185,122318131256952.17,0.30228824690806255,6.676112552241651,1000000000000
186,122379310344827.6,0.30765875694224026,6.579681246073483,1000000000000
187,122440489432703.0,0.31308379817194065,6.483923523939222,1000000000000
188,122501668520578.42,0.3185629030602459,6.388840026940676,1000000000000
189,122562847608453.84,0.324095574496086,6.294431395393433,1000000000000
190,122624026696329.25,0.3296812855385765,6.20069826883521,1000000000000
191,122685205784204.67,0.3353194791765425,6.107641286034222,1000000000000
192,122746384872080.1,0.34100956810366645,6.015261084997768,1000000000000
193,122807563959955.5,0.3467509345097354,5.923558302980578,1000000000000
194,122868743047830.92,0.3525429298884125,5.832533576493199,1000000000000
195,122929922135706.34,0.358384874861953,5.74218754131055,1000000000000
196,122991101223581.75,0.36427605902331556,5.652520832480302,1000000000000
197,123052280311457.17,0.37021574079606945,5.563534084331239,1000000000000
198,123113459399332.6,0.37620314731248994,5.475227930481831,1000000000000
199,123174638487208.0,0.38223747431026567,5.3876030038486,1000000000000
200,123235817575083.42,0.38831788604818757,5.300659936654491,1000000000000
201,123296996662958.84,0.39444351524117977,5.214399360437438,1000000000000
202,123358175750834.27,0.4006134630150634,5.128821906058714,1000000000000
203,123419354838709.67,0.4068267988813785,5.0439282037114035,1000000000000
204,123480533926585.1,0.4130825607326175,4.959718882928762,1000000000000
205,123541713014460.52,0.4193797548581706,4.876194572592769,1000000000000
206,123602892102335.92,0.4257173559813192,4.79335590094251,1000000000000
207,123664071190211.34,0.4320943073175589,4.711203495582538,1000000000000
208,123725250278086.77,0.4385095206545161,4.629737983491443,1000000000000
209,123786429365962.19,0.4449618764537542,4.5489599910302,1000000000000
210,123847608453837.6,0.4514502239746863,4.468870143950646,1000000000000
211,123908787541713.02,0.4579733814208494,4.389469067403834,1000000000000
212,123969966629588.44,0.46453013610872507,4.31075738594859,1000000000000
213,124031145717463.84,0.4711192446593333,4.232735723559889,1000000000000
214,124092324805339.27,0.477739433212762,4.155404703637228,1000000000000
215,124153503893214.69,0.4843893976657797,4.078764949013184,1000000000000
216,124214682981090.1,0.491067803932696,4.002817081961785,1000000000000
217,124275862068965.52,0.4977732882295813,3.9275617242068908,1000000000000
218,124337041156840.94,0.5045044573819266,3.8529994969307455,1000000000000
219,124398220244716.34,0.5112598891558575,3.779131020782351,1000000000000
220,124459399332591.77,0.5180381326129471,3.7059569158858476,1000000000000
221,124520578420467.19,0.5248377084886501,3.6334778018490654,1000000000000
222,124581757508342.61,0.5316571095944101,3.561694297771877,1000000000000
223,124642936596218.02,0.5384948012434099,3.4906070222546797,1000000000000
224,124704115684093.44,0.5453492216999564,3.4202165934067486,1000000000000
225,124765294771968.86,0.552218782652431,3.3505236288547873,1000000000000
226,124826473859844.27,0.5591018697097634,3.281528745751306,1000000000000
227,124887652947719.69,0.5659968429213248,3.2132325607830032,1000000000000
228,124948832035595.11,0.5729020373201074,3.1456356901793114,1000000000000
229,125010011123470.53,0.5798157634890874,3.0787387497207557,1000000000000
230,125071190211345.94,0.5867363081505813,3.012542354747428,1000000000000
231,125132369299221.36,0.5936619347784357,2.9470471201673534,1000000000000
232,125193548387096.78,0.6005908842328107,2.8822536604650266,1000000000000
233,125254727474972.19,0.6075213754173647,2.8181625897097975,1000000000000
234,125315906562847.61,0.614451605958568,2.7547745215642565,1000000000000
235,125377085650723.03,0.6213797529068534,2.6920900692927674,1000000000000
236,125438264738598.44,0.6283039734593372,2.6301098457698546,1000000000000
237,125499443826473.86,0.6352224057037659,2.5688344634885927,1000000000000
238,125560622914349.28,0.6421331693833343,2.508264534569133,1000000000000
239,125621802002224.69,0.6490343666820276,2.4484006707670933,1000000000000
240,125682981090100.11,0.655924083030087,2.3892434834819496,1000000000000
241,125744160177975.53,0.6628003879291625,2.330793583765559,1000000000000
242,125805339265850.94,0.6696613357967486,2.2730515823305515,1000000000000
243,125866518353726.36,0.6765049668294258,2.216018089558721,1000000000000
244,125927697441601.78,0.6833293078844106,2.159693715509548,1000000000000
245,125988876529477.2,0.6901323733789412,2.10407906992858,1000000000000
246,126050055617352.61,0.6969121662069461,2.049174762255889,1000000000000
247,126111234705228.03,0.7036666786724698,1.9949814016344565,1000000000000
248,126172413793103.45,0.7103938934392579,1.9414995969186906,1000000000000
249,126233592880978.86,0.7170917844959471,1.8887299566828182,1000000000000
250,126294771968854.28,0.7237583181362371,1.8366730892292822,1000000000000
251,126355951056729.7,0.7303914539533974,1.785329602597256,1000000000000
252,126417130144605.12,0.7369891458484977,1.7347001045710264,1000000000000
253,126478309232480.53,0.7435493430516673,1.6847852026884536,1000000000000
254,126539488320355.95,0.7500699911557177,1.635585504249357,1000000000000
255,126600667408231.38,0.7565490331614034,1.587101616324026,1000000000000
256,126661846496106.78,0.7629844105336312,1.539334145761617,1000000000000
257,126723025583982.2,0.7693740642678695,1.4922836991985533,1000000000000
258,126784204671857.62,0.7757159359659904,1.4459508830670322,1000000000000
259,126845383759733.03,0.7820079689208109,1.4003363036034244,1000000000000
260,126906562847608.45,0.788248109208533,1.355440566856674,1000000000000
261,126967741935483.88,0.794434306788282,1.3112642786968052,1000000000000
262,127028921023359.28,0.8005645166079555,1.2678080448233207,1000000000000
263,127090100111234.7,0.8066366997155578,1.2250724707736038,1000000000000
264,127151279199110.12,0.8126488243751685,1.1830581619314235,1000000000000
265,127212458286985.53,0.8185988671867349,1.1417657235353318,1000000000000
266,127273637374860.95,0.8244848142088218,1.1011957606870713,1000000000000
267,127334816462736.38,0.8303046620834442,1.0613488783600715,1000000000000
268,127395995550611.8,0.8360564191621437,1.022225681407844,1000000000000
269,127457174638487.2,0.8417381066324051,0.9838267745724362,1000000000000
270,127518353726362.62,0.8473477596435538,0.9461527624928286,1000000000000
271,127579532814238.05,0.8528834284312145,0.9092042497134294,1000000000000
272,127640711902113.45,0.8583431794394717,0.8729818406924781,1000000000000
273,127701890989988.88,0.863725096439819,0.8374861398104556,1000000000000
274,127763070077864.3,0.8690272816459823,0.8027177513785739,1000000000000
275,127824249165739.72,0.8742478568237456,0.7686772796471749,1000000000000
276,127885428253615.12,0.8793849643948511,0.7353653288141829,1000000000000
277,127946607341490.55,0.8844367685340836,0.7027825030335069,1000000000000
278,128007786429365.97,0.8894014562586213,0.670929406423526,1000000000000
279,128068965517241.38,0.8942772385087723,0.6398066430754993,1000000000000
280,128130144605116.8,0.8990623512191855,0.6094148170619776,1000000000000
281,128191323692992.22,0.9037550563796349,0.5797545324452866,1000000000000
282,128252502780867.62,0.9083536430845043,0.5508263932859382,1000000000000
283,128313681868743.05,0.9128564285700779,0.5226310036510432,1000000000000
284,128374860956618.47,0.9172617592387505,0.4951689676227919,1000000000000
285,128436040044493.88,0.9215680116693038,0.46844088930686656,1000000000000
286,128497219132369.3,0.9257735936123775,0.4424473728408565,1000000000000
287,128558398220244.72,0.929876944970274,0.41718902240273487,1000000000000
288,128619577308120.12,0.9338765387602693,0.39266644221927216,1000000000000
289,128680756395995.55,0.9377708820605943,0.3688802365744544,1000000000000
290,128741935483870.97,0.9415585169382508,0.3458310098179551,1000000000000
291,128803114571746.38,0.9452380213578827,0.32351936637355183,1000000000000
292,128864293659621.8,0.9488080100708928,0.30194591074754473,1000000000000
293,128925472747497.22,0.9522671354840234,0.2811112475372262,1000000000000
294,128986651835372.64,0.9556140885066571,0.2610159814392936,1000000000000
295,129047830923248.06,0.9588475993760749,0.24166071725828975,1000000000000
296,129109010011123.47,0.9619664384599523,0.22304605991504345,1000000000000
297,129170189098998.89,0.9649694170353862,0.20517261445508578,1000000000000
298,129231368186874.31,0.9678553880437469,0.18804098605711395,1000000000000
299,129292547274749.72,0.9706232468207066,0.17165178004141168,1000000000000
300,129353726362625.14,0.9732719318007775,0.1560056018782726,1000000000000
301,129414905450500.56,0.9758004251957344,0.14110305719646088,1000000000000
302,129476084538375.97,0.9782077536463182,0.12694475179163314,1000000000000
303,129537263626251.39,0.980492988846636,0.11353129163476376,1000000000000
304,129598442714126.81,0.9826552481406909,0.10086328288060194,1000000000000
305,129659621802002.22,0.9846936950905125,0.08894133187609529,1000000000000
306,129720800889877.64,0.9866075400153745,0.07776604516881694,1000000000000
307,129781979977753.06,0.9883960405016065,0.06733802951541912,1000000000000
308,129843159065628.47,0.9900585018825485,0.05765789189005856,1000000000000
309,129904338153503.89,0.9915942776882094,0.048726239492825216,1000000000000
310,129965517241379.31,0.9930027700642177,0.04054367975819245,1000000000000
311,130026696329254.72,0.9942834301596936,0.03311082036344416,1000000000000
312,130087875417130.14,0.9954357584836837,0.026428269237105166,1000000000000
313,130149054505005.56,0.9964593052298336,0.02049663456738805,1000000000000
314,130210233592880.98,0.9973536705690091,0.01531652481062067,1000000000000
315,130271412680756.39,0.9981185049095922,0.010888548699684517,1000000000000
316,130332591768631.81,0.9987535091252202,0.00721331525244575,1000000000000
317,130393770856507.23,0.999258434749757,0.004291433780197306,1000000000000
318,130454949944382.66,0.9996330841393202,0.0021235138960895303,1000000000000
319,130516129032258.06,0.9998773106012157,0.0007101655235670067,1000000000000
320,130577308120133.48,0.9999910184896621,5.199890480264901e-05,1000000000000
321,130638487208008.9,0.9999741632682166,0.00014962460913520726,1000000000000
322,130699666295884.31,0.9998267515388476,0.0010036535415026567,1000000000000
323,130760845383759.73,0.9995488410376235,0.0026146969508790614,1000000000000
324,130822024471635.16,0.9991405405970275,0.004983366438708607,1000000000000
325,130883203559510.56,0.9986020100749263,0.008110273967340724,1000000000000
326,130944382647385.98,0.9979334602502624,0.011996031868468697,1000000000000
327,131005561735261.4,0.9971351526855632,0.016641252851560213,1000000000000
328,131066740823136.81,0.9962073995563934,0.022046550012294223,1000000000000
329,131127919911012.23,0.9951505634479041,0.0282125368410013,1000000000000
330,131189098998887.66,0.9939650571186682,0.0351398272310907,1000000000000
331,131250278086763.06,0.9926513432320144,0.04282903548748895,1000000000000
332,131311457174638.48,0.991209934055104,0.05128077633508201,1000000000000
333,131372636262513.9,0.9896413911260287,0.060495664927138725,1000000000000
334,131433815350389.31,0.9879463248892272,0.07047431685375131,1000000000000
335,131494994438264.73,0.9861253942995535,0.08121734815027913,1000000000000
336,131556173526140.16,0.9841793063953621,0.09272537530576874,1000000000000
337,131617352614015.58,0.9821088158409857,0.10499901527139932,1000000000000
338,131678531701890.98,0.9799147244390324,0.11803888546891199,1000000000000
339,131739710789766.4,0.9775978806129308,0.13184560379905882,1000000000000
340,131800889877641.83,0.9751591788602072,0.14641978865001803,1000000000000
341,131862068965517.25,0.9725995591769685,0.1617620589058427,1000000000000
342,131923248053392.66,0.9699200064541255,0.17787303395488832,1000000000000
343,131984427141268.08,0.9671215498458874,0.1947533336982651,1000000000000
344,132045606229143.5,0.9642052621111066,0.2124035785582485,1000000000000
345,132106785317018.9,0.9611722589280522,0.23082438948672596,1000000000000
346,132167964404894.33,0.9580236981832273,0.25001638797364734,1000000000000
347,132229143492769.75,0.9547607792348749,0.26998019605543194,1000000000000
348,132290322580645.16,0.9513847421518133,0.2907164363234173,1000000000000
349,132351501668520.58,0.9478968669282839,0.3122257319323109,1000000000000
350,132412680756396.0,0.9442984726755127,0.3345087066085943,1000000000000
351,132473859844271.4,0.9405909167906891,0.3575659846589727,1000000000000
352,132535038932146.83,0.9367755941040972,0.3813981909788297,1000000000000
353,132596218020022.25,0.9328539360051623,0.40600595106062676,1000000000000
354,132657397107897.66,0.9288274095481578,0.43138989100235525,1000000000000
355,132718576195773.08,0.924697516538365,0.4575506375159926,1000000000000
356,132779755283648.5,0.9204657925994909,0.48448881793589843,1000000000000
357,132840934371523.9,0.9161338062231347,0.5122050602272683,1000000000000
358,132902113459399.33,0.9117031578011349,0.5406999929945916,1000000000000
359,132963292547274.75,0.9071754786416417,0.569974245490044,1000000000000
360,133024471635150.17,0.9025524299697407,0.6000284476219513,1000000000000
361,133085650723025.58,0.8978357019134982,0.6308632299632092,1000000000000
362,133146829810901.0,0.8930270124762824,0.6624792237597515,1000000000000
363,133208008898776.42,0.8881281064962501,0.6948770609389368,1000000000000
364,133269187986651.84,0.8831407545938552,0.7280573741180155,1000000000000
365,133330367074527.25,0.8780667521082864,0.7620207966125501,1000000000000
366,133391546162402.67,0.8729079180237085,0.796767962444883,1000000000000
367,133452725250278.1,0.8676660938862244,0.8322995063525218,1000000000000
368,133513904338153.5,0.8623431427124337,0.8686160637965983,1000000000000
369,133575083426028.92,0.8569409478905007,0.9057182709703336,1000000000000
370,133636262513904.34,0.8514614120746449,0.9436067648074177,1000000000000
371,133697441601779.75,0.8459064560739378,0.9822821829904707,1000000000000
372,133758620689655.17,0.8402780177363166,1.0217451639595103,1000000000000
373,133819799777530.6,0.834578050828735,1.0619963469203269,1000000000000
374,133880978865406.0,0.8288085239143183,1.1030363718529472,1000000000000
375,133942157953281.42,0.8229714192274384,1.144865879520103,1000000000000
376,134003337041156.84,0.8170687315476117,1.1874855114756033,1000000000000
377,134064516129032.25,0.8111024670730795,1.2308959100727996,1000000000000
378,134125695216907.67,0.8050746422949668,1.2750977184730565,1000000000000
379,134186874304783.1,0.7989872828729081,1.3200915806541187,1000000000000
380,134248053392658.5,0.7928424225129794,1.3658781414185808,1000000000000
381,134309232480533.92,0.7866421018488087,1.4124580464023573,1000000000000
382,134370411568409.34,0.7803883673267248,1.4598319420830488,1000000000000
383,134431590656284.77,0.7740832700957624,1.5080004757884224,1000000000000
384,134492769744160.19,0.7677288649033636,1.5569642957048369,1000000000000
385,134553948832035.6,0.7613272089975932,1.6067240508856642,1000000000000
386,134615127919911.02,0.75488036103666,1.6572803912597769,1000000000000
387,134676307007786.44,0.7483903800065582,1.7086339676399063,1000000000000
388,134737486095661.84,0.7418593241475776,1.7607854317311153,1000000000000
389,134798665183537.27,0.7352892498904554,1.8137354361392755,1000000000000
390,134859844271412.69,0.7286822108029364,1.8674846343794205,1000000000000
391,134921023359288.1,0.7220402565474372,1.9220336808842224,1000000000000
392,134982202447163.52,0.7153654318505477,1.9773832310124693,1000000000000
393,135043381535038.94,0.7086597754850809,2.033533941057416,1000000000000
394,135104560622914.34,0.7019253192653203,2.0904864682552615,1000000000000
395,135165739710789.77,0.6951640870561401,2.1482414707936286,1000000000000
396,135226918798665.19,0.6883780937966586,2.2067996078199106,1000000000000
397,135288097886540.6,0.6815693445390155,2.2661615394497527,1000000000000
398,135349276974416.02,0.6747398335028915,2.3263279267755292,1000000000000
399,135410456062291.44,0.6678915431463704,2.387299431874693,1000000000000
400,135471635150166.84,0.6610264432536761,2.449076717818249,1000000000000
401,135532814238042.27,0.6541464900403376,2.5116604486792453,1000000000000
402,135593993325917.69,0.647253625276324,2.575051289541108,1000000000000
403,135655172413793.1,0.6403497754276126,2.6392499065061243,1000000000000
404,135716351501668.52,0.6334368508166841,2.7042569667039302,1000000000000
405,135777530589543.94,0.6265167448024157,2.7700731382998462,1000000000000
406,135838709677419.36,0.6195913329797713,2.8366990905033753,1000000000000
407,135899888765294.78,0.6126624723997236,2.904135493576627,1000000000000
408,135961067853170.19,0.6057320008097856,2.9723830188427316,1000000000000
409,136022246941045.61,0.5988017359155101,3.0414423386943445,1000000000000
410,136083426028921.03,0.5918734746633199,3.1113141266019837,1000000000000
411,136144605116796.44,0.5849489925449548,3.181999057122507,1000000000000
412,136205784204671.86,0.5780300429238462,3.25349780590761,1000000000000
413,136266963292547.28,0.5711183563837041,3.325811049712147,1000000000000
414,136328142380422.69,0.5642156400995343,3.398939466402627,1000000000000
415,136389321468298.11,0.5573235772313246,3.4728837349657,1000000000000
